code;libelle français;libelle anglais
COM-02764;"Vassogne";"undefined"
COM-02332;"Fresnes-en-Tardenois";"undefined"
COM-01343;"Saint-Cyr-sur-Menthon";"undefined"
COM-04037;"Le Caire";"undefined"
COM-02765;"Vaucelles-et-Beffecourt";"undefined"
COM-02333;"Fresnes-sous-Coucy";"undefined"
COM-01344;"Saint-Denis-lès-Bourg";"undefined"
COM-04039;"Castellane";"undefined"
COM-02766;"Vaudesson";"undefined"
COM-02334;"Fresnoy-le-Grand";"undefined"
COM-04040;"Le Castellard-Mélan";"undefined"
COM-02767;"Vauxrezis";"undefined"
